ID	Symbol	12hr Fold Change	12hr p-value	24hr Fold Change	24hr p-value	48hr Fold Change	48hr p-value
207528_s_at	SLC7A11	 	 	 	 	3.086	5.95E-03
225516_at	SLC7A2	1.323	2.09E-03	 	 	 	 
207626_s_at	SLC7A2	 	 	1.516	1.46E-02	1.659	1.42E-03
201195_s_at	SLC7A5	1.499	5.71E-05	2.146	4.66E-03	2.681	9.71E-05
203578_s_at	SLC7A6	 	 	1.305	4.09E-02	1.472	5.20E-03
232057_at	SLC7A6OS	 	 	1.285	1.83E-02	1.404	7.72E-03
202752_x_at	SLC7A8	-1.302	5.36E-03	-1.375	3.52E-02	 	 
216604_s_at	SLC7A8	-1.499	2.44E-02	-1.24	3.11E-02	 	 
216092_s_at	SLC7A8	 	 	-1.215	3.47E-02	 	 
210804_x_at	SLC8A1	 	 	-1.37	3.37E-02	 	 
218749_s_at	SLC8B1	 	 	 	 	-1.083	2.69E-02
209453_at	SLC9A1	 	 	-1.327	4.25E-02	-1.335	4.57E-02
211116_at	SLC9A2	 	 	1.241	2.57E-02	 	 
201349_at	SLC9A3R1	1.508	2.25E-03	1.432	2.32E-03	1.201	6.55E-03
203909_at	SLC9A6	 	 	1.168	3.15E-02	 	 
1552671_a_at	SLC9A7	-1.262	2.36E-02	 	 	-1.404	4.05E-02
1558105_a_at	SLC9A7	-1.802	3.44E-02	-1.689	2.62E-02	-2.052	1.49E-02
214860_at	SLC9A7	-1.523	3.43E-02	 	 	 	 
226550_at	SLC9A7	 	 	-1.784	2.04E-02	-1.942	3.40E-03
211557_x_at	SLCO2B1	 	 	-1.634	3.50E-02	 	 
219911_s_at	SLCO4A1	1.161	6.60E-03	 	 	1.421	2.40E-03
222071_s_at	SLCO4C1	 	 	 	 	-3.704	4.99E-02
220984_s_at	SLCO5A1	 	 	 	 	1.266	3.09E-02
243999_at	SLFN5	 	 	1.235	1.65E-02	 	 
221434_s_at	SLIRP	1.189	1.08E-02	1.31	5.42E-04	1.376	3.50E-02
1557615_a_at	SLIT1	-1.506	3.69E-02	 	 	 	 
213601_at	SLIT1	-1.532	1.05E-02	-2.649	5.99E-03	-2.255	8.74E-04
209897_s_at	SLIT2	-2.11	3.42E-03	-1.965	3.84E-02	-2.24	4.31E-03
230130_at	SLIT2	-1.569	9.65E-03	-1.828	1.08E-02	-3.031	1.58E-03
232176_at	SLITRK6	 	 	1.386	8.59E-03	 	 
235976_at	SLITRK6	 	 	 	 	1.356	2.50E-02
222441_x_at	SLMO2	1.175	1.32E-02	 	 	1.238	1.50E-03
203021_at	SLPI	 	 	 	 	1.351	1.22E-03
231718_at	SLU7	 	 	-1.243	3.65E-02	-1.367	1.02E-02
218317_x_at	SLX1A/SLX1B	 	 	1.218	2.58E-02	 	 
214850_at	SMA4	 	 	 	 	-1.862	1.76E-02
210993_s_at	SMAD1	1.101	9.38E-03	 	 	 	 
227798_at	SMAD1	 	 	-1.423	2.90E-02	-1.389	5.75E-04
226563_at	SMAD2	-1.153	3.26E-02	 	 	 	 
239271_at	SMAD2	 	 	2.005	4.86E-02	 	 
205396_at	SMAD3	-1.402	2.58E-02	 	 	 	 
205397_x_at	SMAD3	 	 	 	 	-1.28	2.29E-02
218284_at	SMAD3	 	 	 	 	-1.349	1.17E-02
202527_s_at	SMAD4	 	 	-1.523	2.49E-02	 	 
205188_s_at	SMAD5	-1.322	2.62E-02	 	 	 	 
205187_at	SMAD5	 	 	 	 	-1.584	2.76E-02
225219_at	SMAD5	 	 	 	 	-1.365	4.24E-02
225223_at	SMAD5	 	 	 	 	-1.762	4.25E-02
220263_at	SMAD5-AS1	 	 	-1.341	4.81E-02	 	 
207069_s_at	SMAD6	 	 	-1.27	3.92E-02	-1.405	2.99E-02
204790_at	SMAD7	1.32	1.24E-02	 	 	 	 
227719_at	SMAD9	 	 	 	 	-2.004	2.21E-02
203875_at	SMARCA1	-1.602	1.48E-02	-2.389	4.92E-03	-3.169	2.13E-02
203874_s_at	SMARCA1	 	 	-1.463	2.50E-02	 	 
206543_at	SMARCA2	1.157	3.48E-02	 	 	 	 
212258_s_at	SMARCA2	1.226	4.91E-02	 	 	 	 
212257_s_at	SMARCA2	 	 	 	 	-1.301	4.00E-02
217707_x_at	SMARCA2	 	 	 	 	-1.518	1.44E-02
208794_s_at	SMARCA4	 	 	 	 	-1.178	3.11E-02
218452_at	SMARCAL1	 	 	1.142	9.15E-03	 	 
201073_s_at	SMARCC1	 	 	 	 	-1.203	3.56E-02
201074_at	SMARCC1	 	 	 	 	-1.356	1.18E-02
201827_at	SMARCD2	-1.1	1.12E-02	 	 	 	 
211988_at	SMARCE1	-1.177	2.99E-02	 	 	 	 
211989_at	SMARCE1	 	 	-1.25	4.03E-02	-1.48	1.41E-02
1555677_s_at	SMC1A	 	 	 	 	1.202	2.20E-02
204240_s_at	SMC2	 	 	1.123	3.61E-02	 	 
209259_s_at	SMC3	1.383	4.61E-02	 	 	 	 
201663_s_at	SMC4	1.34	6.05E-04	1.313	1.92E-02	 	 
201664_at	SMC4	1.367	2.52E-02	1.263	3.32E-02	 	 
215623_x_at	SMC4	 	 	 	 	1.606	1.53E-02
212926_at	SMC5	 	 	1.202	1.21E-02	 	 
1557693_at	SMC5-AS1	-1.857	1.07E-02	 	 	 	 
236535_at	SMC6	1.576	2.21E-02	 	 	 	 
218781_at	SMC6	 	 	1.328	1.34E-02	 	 
212577_at	SMCHD1	 	 	1.351	3.98E-04	 	 
238434_at	SMCR8	1.171	2.19E-02	1.189	2.05E-02	 	 
1557986_s_at	SMCR8	 	 	1.759	2.58E-02	 	 
225795_at	SMDT1	 	 	 	 	-1.239	4.80E-03
220368_s_at	SMEK1	 	 	1.444	2.92E-02	 	 
223160_s_at	SMEK1	 	 	1.182	1.48E-02	 	 
224474_x_at	SMEK2	 	 	1.296	1.87E-03	 	 
233759_s_at	SMEK2	 	 	 	 	-1.228	1.96E-02
212147_at	SMG5	 	 	 	 	1.152	4.59E-02
220347_at	SMG6	 	 	-1.391	1.05E-02	 	 
218514_at	SMG8	 	 	 	 	1.149	1.98E-02
223188_at	SMG9	 	 	1.31	2.95E-02	 	 
1554432_x_at	SMIM11	 	 	 	 	1.231	4.96E-02
227124_at	SMIM13	1.391	9.17E-04	 	 	 	 
235707_at	SMIM13	1.738	4.96E-02	1.655	3.37E-02	1.539	3.79E-02
224989_at	SMIM14	-1.45	9.82E-04	-1.585	2.41E-03	-1.698	8.54E-04
224990_at	SMIM14	-1.182	3.32E-02	-1.414	4.23E-02	-1.328	4.69E-02
227052_at	SMIM14	 	 	-1.655	1.33E-03	-1.842	2.79E-04
243634_at	SMIM14	 	 	-1.376	2.81E-02	-1.704	9.70E-03
224740_at	SMIM15	1.177	1.34E-02	1.171	4.30E-03	 	 
225534_at	SMIM19	-1.269	3.75E-02	 	 	-1.239	3.17E-02
229826_at	SMIM4	 	 	 	 	1.322	8.15E-03
221988_at	SMIM7	 	 	-1.28	4.39E-02	 	 
224717_s_at	SMIM7	 	 	 	 	-1.163	9.21E-03
235736_at	SMKR1	1.42	1.94E-02	 	 	 	 
203852_s_at	SMN1/SMN2	 	 	1.363	3.00E-02	1.465	4.56E-02
223235_s_at	SMOC2	2.311	3.34E-03	 	 	2.281	4.58E-03
217074_at	SMOX	 	 	1.538	1.84E-02	 	 
205622_at	SMPD2	1.391	2.01E-02	 	 	 	 
207856_s_at	SMPD4	 	 	1.379	1.14E-03	1.39	6.90E-04
1562512_at	SMPDL3A	 	 	-1.249	4.38E-02	 	 
213624_at	SMPDL3A	 	 	 	 	-1.477	2.25E-02
202043_s_at	SMS	1.279	1.68E-02	 	 	 	 
207390_s_at	SMTN	 	 	1.263	1.02E-04	 	 
209427_at	SMTN	 	 	1.217	1.10E-02	 	 
229730_at	SMTNL2	2.472	6.29E-03	3.286	6.27E-03	4.246	4.65E-03
218393_s_at	SMU1	1.376	4.83E-02	 	 	 	 
233946_at	SMU1	1.379	8.64E-03	 	 	 	 
234708_at	SMUG1	 	 	-2.307	1.67E-02	 	 
230820_at	SMURF2	 	 	 	 	-1.313	1.48E-02
232020_at	SMURF2	 	 	 	 	-1.439	1.61E-03
212922_s_at	SMYD2	 	 	 	 	1.365	1.08E-03
218788_s_at	SMYD3	-1.176	3.65E-02	-1.442	1.07E-02	-1.525	1.44E-02
209516_at	SMYD5	 	 	1.483	1.84E-02	1.995	7.61E-03
219480_at	SNAI1	 	 	 	 	1.718	3.70E-02
1560228_at	SNAI3	-1.467	1.84E-03	 	 	 	 
209130_at	SNAP23	-1.204	2.83E-02	-1.361	2.94E-03	-1.405	1.39E-02
209131_s_at	SNAP23	 	 	-1.283	3.74E-02	 	 
214544_s_at	SNAP23	 	 	-1.36	3.90E-02	 	 
202508_s_at	SNAP25	-1.296	4.52E-02	-2.727	2.92E-02	 	 
1556629_a_at	SNAP25	 	 	 	 	-1.214	3.51E-02
205443_at	SNAPC1	 	 	1.538	1.29E-03	1.343	1.29E-02
204104_at	SNAPC2	 	 	 	 	1.358	1.45E-02
229712_at	SNAPC3	-1.395	1.03E-02	 	 	 	 
204001_at	SNAPC3	 	 	1.39	5.00E-02	 	 
210465_s_at	SNAPC3	 	 	1.306	2.50E-02	 	 
205658_s_at	SNAPC4	1.78	3.34E-02	 	 	1.426	1.20E-02
215926_x_at	SNAPC4	 	 	1.575	3.12E-02	 	 
1554093_a_at	SNAPC5	 	 	 	 	1.356	1.01E-02
213203_at	SNAPC5	 	 	 	 	1.241	1.55E-02
223066_at	SNAPIN	 	 	-1.292	2.08E-02	 	 
207827_x_at	SNCA	1.27	1.15E-03	 	 	 	 
211546_x_at	SNCA	 	 	-1.451	2.24E-02	 	 
219511_s_at	SNCAIP	-1.44	3.25E-02	 	 	 	 
209877_at	SNCG	 	 	-1.547	3.55E-04	-1.732	5.25E-03
201622_at	SND1	 	 	1.292	1.68E-02	1.302	4.14E-03
213493_at	SNED1	 	 	1.66	1.45E-02	 	 
224610_at	SNHG1	1.296	3.43E-02	1.259	4.11E-02	1.439	1.53E-02
223773_s_at	SNHG12	1.206	1.85E-02	1.468	4.71E-02	1.284	7.95E-03
223774_at	SNHG12	 	 	1.35	4.07E-02	 	 
228990_at	SNHG12	 	 	1.627	1.81E-02	1.577	5.58E-05
225699_at	SNHG15	1.602	1.29E-03	1.462	5.28E-04	1.65	1.69E-03
224603_at	SNHG16	1.258	7.85E-03	1.251	3.24E-04	1.162	2.87E-02
224601_at	SNHG16	 	 	1.239	3.64E-02	 	 
65588_at	SNHG17	1.277	1.45E-02	1.156	4.00E-02	 	 
225857_s_at	SNHG17	 	 	1.424	4.49E-02	 	 
225547_at	SNHG6	1.063	9.68E-04	 	 	1.306	4.58E-02
225220_at	SNHG8	 	 	-1.179	1.77E-02	-1.416	1.13E-02
218032_at	SNN	 	 	1.173	2.22E-02	 	 
218033_s_at	SNN	 	 	1.175	3.76E-02	 	 
215224_at	SNORA21	 	 	1.456	2.39E-02	 	 
1558619_at	SNORA43	-1.246	4.42E-02	 	 	 	 
1566403_at	SNORA68	 	 	 	 	1.574	3.68E-02
1565859_at	SNORA71A	-1.438	3.46E-02	 	 	 	 
228047_at	SNORA72	 	 	1.333	4.32E-02	 	 
228879_at	SNORD104	 	 	 	 	1.183	4.00E-02
235536_at	SNORD89	 	 	 	 	-1.562	4.37E-03
218493_at	SNRNP25	 	 	1.16	2.88E-02	1.379	3.70E-03
212438_at	SNRNP27	 	 	 	 	1.232	3.10E-02
215905_s_at	SNRNP40	1.116	3.01E-02	 	 	1.332	1.62E-03
201221_s_at	SNRNP70	 	 	1.469	3.60E-02	1.224	3.63E-02
201770_at	SNRPA	 	 	1.374	1.04E-03	1.358	4.02E-03
206055_s_at	SNRPA1	1.225	4.36E-02	 	 	1.114	3.10E-02
216977_x_at	SNRPA1	1.319	7.04E-03	1.356	3.09E-03	1.919	1.32E-03
215722_s_at	SNRPA1	 	 	1.389	4.50E-02	1.894	2.25E-04
208821_at	SNRPB	 	 	1.225	2.69E-02	 	 
213175_s_at	SNRPB	 	 	1.06	1.96E-02	 	 
1561965_at	SNRPB2	 	 	1.267	8.23E-03	 	 
201342_at	SNRPC	 	 	1.237	2.56E-02	1.493	1.64E-02
202691_at	SNRPD1	 	 	 	 	1.309	4.41E-02
200826_at	SNRPD2	 	 	1.172	2.78E-02	1.203	4.67E-03
202567_at	SNRPD3	 	 	 	 	1.121	3.47E-03
203832_at	SNRPF	 	 	1.175	3.42E-03	1.145	4.14E-02
201522_x_at	SNRPN	 	 	-1.573	6.35E-04	 	 
205315_s_at	SNTB2	-1.381	3.00E-02	 	 	 	 
226685_at	SNTB2	-1.461	1.85E-02	-1.558	6.66E-03	-1.673	1.52E-03
207438_s_at	SNUPN	 	 	 	 	1.253	4.87E-02
201575_at	SNW1	 	 	-1.178	4.10E-02	-1.302	2.93E-02
218404_at	SNX10	1.285	3.49E-02	 	 	 	 
53912_at	SNX11	 	 	-1.178	4.75E-02	 	 
231723_at	SNX12	 	 	1.514	4.56E-02	 	 
213292_s_at	SNX13	-1.262	1.69E-02	 	 	 	 
225101_s_at	SNX14	-1.102	5.16E-03	 	 	-1.207	2.54E-02
229618_at	SNX16	 	 	-1.303	3.49E-02	 	 
219793_at	SNX16	 	 	 	 	-2.523	1.73E-02
1554986_a_at	SNX19	1.513	3.14E-02	 	 	 	 
202358_s_at	SNX19	 	 	1.16	1.88E-03	 	 
1553960_at	SNX21	 	 	 	 	-1.689	3.40E-02
218705_s_at	SNX24	2.283	2.47E-03	1.943	3.26E-04	1.67	3.05E-02
222716_s_at	SNX24	1.689	1.40E-02	1.674	1.49E-03	1.794	2.41E-04
239693_at	SNX24	1.58	9.90E-03	 	 	 	 
239739_at	SNX24	1.655	1.93E-02	1.252	3.59E-02	1.485	3.26E-02
221006_s_at	SNX27	-1.224	8.38E-03	 	 	-1.33	2.54E-02
221498_at	SNX27	 	 	-1.267	3.65E-02	 	 
225624_at	SNX29	-1.541	2.96E-02	-1.343	6.02E-03	-1.442	7.93E-03
210648_x_at	SNX3	-1.063	3.43E-02	-1.092	4.70E-02	 	 
208781_x_at	SNX3	 	 	1.111	4.15E-02	 	 
213545_x_at	SNX3	 	 	-1.221	1.53E-02	 	 
200067_x_at	SNX3	 	 	 	 	-1.156	4.59E-02
217792_at	SNX5	1.212	1.48E-03	 	 	 	 
223666_at	SNX5	 	 	1.562	2.90E-02	 	 
229981_at	SNX5	 	 	1.714	2.64E-02	 	 
222410_s_at	SNX6	 	 	-1.264	8.77E-03	-1.316	2.64E-02
205573_s_at	SNX7	-1.243	1.81E-02	 	 	-1.273	4.27E-03
223027_at	SNX9	-1.188	3.24E-02	 	 	 	 
223028_s_at	SNX9	-1.306	3.39E-02	 	 	 	 
221561_at	SOAT1	 	 	 	 	-1.296	2.23E-02
210677_at	SOAT2	 	 	 	 	1.553	8.51E-03
229646_at	SOBP	 	 	 	 	-1.173	2.67E-02
213337_s_at	SOCS1	 	 	1.598	2.44E-02	 	 
203372_s_at	SOCS2	-2.662	8.86E-04	-2.729	1.65E-02	-2.887	4.44E-03
203373_at	SOCS2	-1.811	3.17E-02	-2.424	9.51E-04	-2.863	1.48E-05
1559315_s_at	SOCS2-AS1	 	 	-1.973	3.68E-02	 	 
227697_at	SOCS3	 	 	 	 	-3.1	3.35E-02
1552792_at	SOCS4	1.397	4.94E-02	1.623	1.00E-03	 	 
226178_at	SOCS4	1.282	4.10E-02	 	 	 	 
200642_at	SOD1	 	 	 	 	-1.054	1.51E-02
215223_s_at	SOD2	 	 	 	 	1.697	1.96E-02
225473_at	SOGA1	 	 	1.391	9.00E-03	 	 
215852_x_at	SOGA1	 	 	 	 	1.511	4.26E-02
241362_at	SOGA1	 	 	 	 	1.392	2.85E-02
213538_at	SON	-1.099	4.75E-02	 	 	 	 
226465_s_at	SON	1.117	2.64E-02	 	 	 	 
201085_s_at	SON	 	 	1.214	1.59E-02	 	 
214988_s_at	SON	 	 	-1.646	2.05E-02	-1.58	2.64E-02
222513_s_at	SORBS1	-1.587	1.30E-02	 	 	-1.319	8.17E-03
211705_s_at	SORBS1	 	 	 	 	1.77	1.93E-02
220858_at	SORBS2	 	 	 	 	1.709	2.68E-02
209253_at	SORBS3	 	 	 	 	-1.388	3.94E-02
228720_at	SORCS2	 	 	 	 	1.845	4.53E-02
201563_at	SORD	 	 	-1.296	4.86E-03	-1.239	3.43E-03
203509_at	SORL1	-1.217	2.59E-03	 	 	-1.151	2.93E-02
212560_at	SORL1	-1.336	8.90E-03	-1.492	4.61E-03	-1.835	9.46E-03
212807_s_at	SORT1	-1.286	8.12E-03	 	 	 	 
224818_at	SORT1	-1.194	1.82E-02	 	 	-1.156	6.62E-04
212797_at	SORT1	 	 	 	 	-1.605	2.74E-02
217575_s_at	SOS2	1.19	3.24E-03	 	 	 	 
217576_x_at	SOS2	-1.339	4.92E-02	 	 	 	 
211665_s_at	SOS2	 	 	 	 	-1.554	4.28E-02
212870_at	SOS2	 	 	 	 	-1.76	1.56E-02
217644_s_at	SOS2	 	 	 	 	-1.138	2.46E-02
219496_at	SOWAHC	-1.2	5.88E-03	 	 	 	 
227034_at	SOWAHC	 	 	-1.376	1.67E-02	 	 
230982_at	SOX1	1.274	3.08E-02	 	 	 	 
217040_x_at	SOX15	 	 	 	 	1.506	6.43E-03
230943_at	SOX17	 	 	 	 	-1.163	2.95E-02
228038_at	SOX2	 	 	-2.959	1.17E-02	 	 
231898_x_at	SOX2-OT	 	 	1.149	2.03E-02	 	 
214633_at	SOX3	2.157	4.58E-04	2.004	2.73E-02	2.852	3.68E-03
201417_at	SOX4	 	 	 	 	-1.081	1.38E-02
202935_s_at	SOX9	 	 	-1.41	3.51E-02	-1.537	1.37E-02
224754_at	SP1	 	 	-1.066	3.09E-03	 	 
210219_at	SP100	 	 	-1.892	4.52E-03	 	 
237426_at	SP100	 	 	-1.406	4.41E-02	 	 
210218_s_at	SP100	 	 	 	 	-1.293	8.17E-03
223980_s_at	SP110	-1.347	4.59E-02	-1.262	8.29E-03	 	 
209762_x_at	SP110	 	 	 	 	1.186	1.58E-02
1565588_at	SP140L	 	 	1.299	3.17E-02	 	 
211736_at	SP2	 	 	1.21	7.96E-03	 	 
204367_at	SP2	 	 	 	 	-1.249	3.93E-02
213168_at	SP3	 	 	-1.22	1.28E-02	-1.336	1.30E-02
238035_at	SP3	 	 	1.275	1.52E-02	 	 
205406_s_at	SPA17	 	 	1.717	7.20E-03	1.803	3.17E-02
220982_s_at	SPACA1	 	 	 	 	-1.282	2.88E-02
233516_s_at	SPAG17	-1.191	3.33E-02	 	 	 	 
203145_at	SPAG5	 	 	 	 	1.261	2.40E-02
212468_at	SPAG9	 	 	1.468	4.05E-02	 	 
216989_at	SPAM1	 	 	1.198	2.77E-02	 	 
224032_x_at	SPANXC (includes others)	-1.221	4.02E-02	 	 	-3.154	1.32E-03
220217_x_at	SPANXC (includes others)	 	 	-1.634	1.95E-05	-2.181	2.16E-03
220922_s_at	SPANXC (includes others)	 	 	-1.644	2.18E-03	-2.959	8.49E-03
200795_at	SPARCL1	 	 	 	 	1.858	1.09E-02
1556601_a_at	SPATA13	 	 	1.124	4.39E-02	1.411	2.89E-02
1552269_at	SPATA17	-1.563	5.06E-03	-1.692	3.11E-03	-1.694	4.53E-02
230763_at	SPATA17	-1.655	3.27E-02	-1.332	3.12E-02	 	 
230723_at	SPATA18	-1.197	2.27E-02	 	 	 	 
229331_at	SPATA18	 	 	 	 	-2.362	1.57E-02
218164_at	SPATA20	-1.194	1.55E-02	-1.432	2.78E-03	-1.722	2.36E-02
214965_at	SPATA2L	-1.101	3.02E-02	 	 	-1.376	4.01E-02
229660_at	SPATA33	1.425	5.09E-03	 	 	 	 
230811_at	SPATA33	1.413	3.95E-03	1.453	4.93E-03	 	 
229075_at	SPATA5	2.197	3.97E-02	 	 	 	 
242251_at	SPATA5	1.674	1.06E-03	 	 	 	 
222163_s_at	SPATA5L1	1.238	1.06E-02	1.491	2.61E-02	1.779	2.54E-03
215694_at	SPATA5L1	 	 	2.211	2.12E-02	1.619	7.68E-03
218933_at	SPATA5L1	 	 	1.332	2.60E-02	1.478	1.44E-02
219583_s_at	SPATA7	-1.2	1.94E-02	-1.152	2.06E-03	-1.568	3.37E-03
234929_s_at	SPATA7	-1.229	2.50E-02	 	 	-1.816	3.93E-03
222593_s_at	SPATS2	 	 	1.138	2.47E-02	 	 
222154_s_at	SPATS2L	1.318	4.10E-04	1.292	1.10E-02	1.327	7.66E-03
232961_at	SPATS2L	1.491	4.55E-02	 	 	 	 
235572_at	SPC24	1.108	3.28E-02	1.37	1.98E-02	 	 
243570_at	SPCS2	 	 	 	 	-1.38	2.58E-02
221844_x_at	SPCS3	1.378	2.73E-03	1.21	4.05E-02	 	 
222753_s_at	SPCS3	1.32	3.43E-02	1.815	3.64E-03	1.708	4.07E-04
218817_at	SPCS3	 	 	1.358	7.16E-03	1.54	4.27E-02
213441_x_at	SPDEF	-1.478	6.17E-03	-1.328	1.05E-02	 	 
214404_x_at	SPDEF	-1.326	3.62E-03	-1.175	4.25E-02	-1.292	1.86E-02
220192_x_at	SPDEF	-1.447	6.25E-03	-1.281	1.22E-03	 	 
221685_s_at	SPDL1	1.189	4.43E-02	1.433	1.52E-03	 	 
1556059_s_at	SPEN	 	 	1.143	3.45E-02	 	 
201996_s_at	SPEN	 	 	 	 	-1.683	9.25E-03
229352_at	SPESP1	 	 	 	 	-1.279	4.16E-03
1560214_at	SPG11	 	 	-1.616	4.45E-02	 	 
203513_at	SPG11	 	 	-1.186	2.87E-02	 	 
212526_at	SPG20	 	 	-1.703	8.46E-03	-2.014	4.60E-04
235325_at	SPG7	 	 	1.592	1.96E-02	 	 
230884_s_at	SPG7	 	 	 	 	1.205	2.93E-02
206272_at	SPHAR	 	 	 	 	-2.854	6.25E-03
219257_s_at	SPHK1	1.384	2.55E-02	 	 	1.645	1.43E-02
40273_at	SPHK2	 	 	 	 	1.521	3.67E-02
234995_at	SPICE1	 	 	 	 	1.17	1.92E-02
213003_s_at	SPIDR	1.343	4.12E-02	 	 	 	 
228325_at	SPIDR	 	 	-1.347	2.38E-02	 	 
207214_at	SPINK4	2.63	1.47E-02	2.887	1.92E-03	3.551	1.55E-04
202826_at	SPINT1	-1.241	1.35E-03	 	 	-1.29	2.49E-03
1554807_a_at	SPIRE1	-1.213	9.91E-03	 	 	 	 
1569723_a_at	SPIRE2	-1.587	4.32E-02	 	 	-2.1	1.18E-02
227706_at	SPIRE2	 	 	-1.829	8.09E-03	-1.42	1.91E-02
243594_x_at	SPIRE2	 	 	-1.792	2.73E-03	-2.13	7.43E-03
225671_at	SPNS2	 	 	1.381	1.58E-02	1.618	1.74E-02
202363_at	SPOCK1	 	 	1.397	3.45E-02	 	 
206433_s_at	SPOCK3	 	 	 	 	1.324	1.38E-02
209437_s_at	SPON1	1.707	4.35E-02	 	 	 	 
238923_at	SPOP	 	 	 	 	-1.813	2.57E-02
225659_at	SPOPL	 	 	-1.126	3.74E-02	 	 
226353_at	SPPL2A	-1.108	3.23E-02	 	 	 	 
225248_at	SPPL2B	-1.207	1.65E-02	 	 	 	 
210693_at	SPPL2B	 	 	1.293	4.91E-03	 	 
224640_at	SPPL3	 	 	-1.194	1.44E-02	-1.173	2.19E-02
244439_at	SPRED1	 	 	1.534	4.26E-02	 	 
230046_at	SPRED3	 	 	1.222	1.84E-02	 	 
205064_at	SPRR1B	 	 	-1.16	3.15E-02	 	 
218990_s_at	SPRR3	1.188	1.84E-03	 	 	 	 
1552620_at	SPRR4	 	 	-1.566	3.38E-02	 	 
204011_at	SPRY2	 	 	-1.379	2.68E-02	 	 
214668_at	SPRYD7	 	 	1.402	4.06E-02	 	 
230151_at	SPRYD7	 	 	1.396	1.25E-02	 	 
219677_at	SPSB1	1.478	1.95E-03	1.553	7.69E-03	1.496	3.19E-02
226075_at	SPSB1	 	 	1.965	1.16E-02	1.526	7.28E-03
223580_at	SPSB2	 	 	 	 	1.121	1.27E-02
221769_at	SPSB3	-1.351	7.74E-03	 	 	1.302	2.30E-02
46256_at	SPSB3	-1.305	1.54E-02	-1.181	2.48E-02	-1.257	3.22E-03
208611_s_at	SPTAN1	-1.149	1.86E-02	 	 	-1.213	1.83E-02
215235_at	SPTAN1	 	 	 	 	-1.285	1.36E-02
212071_s_at	SPTBN1	-1.223	5.45E-03	 	 	-1.231	4.36E-03
214856_at	SPTBN1	1.43	3.79E-02	 	 	 	 
228246_s_at	SPTBN1	-1.355	3.19E-02	 	 	 	 
203127_s_at	SPTLC2	-1.115	2.24E-02	 	 	 	 
225095_at	SPTLC2	-1.202	6.41E-03	 	 	 	 
213508_at	SPTSSA	 	 	 	 	1.424	1.71E-02
238702_at	SPTSSB	-1.332	3.32E-02	-1.435	1.81E-02	-1.684	3.68E-03
213562_s_at	SQLE	 	 	1.224	1.62E-02	1.523	6.15E-04
213577_at	SQLE	 	 	1.463	2.24E-04	1.349	1.86E-02
209218_at	SQLE	 	 	 	 	1.169	3.20E-02
217995_at	SQRDL	-1.278	2.80E-02	 	 	 	 
201471_s_at	SQSTM1	-1.32	7.33E-03	 	 	 	 
213112_s_at	SQSTM1	-1.301	5.51E-03	 	 	 	 
244804_at	SQSTM1	-1.298	7.47E-03	 	 	 	 
224130_s_at	SRA1	 	 	1.282	1.21E-02	 	 
219055_at	SRBD1	1.361	1.73E-02	 	 	 	 
1569138_a_at	SRCAP	1.284	4.51E-02	 	 	 	 
236529_at	SRCRB4D	 	 	1.286	9.17E-03	 	 
204675_at	SRD5A1	 	 	 	 	-1.314	1.61E-02
222750_s_at	SRD5A3	 	 	-1.159	1.75E-02	 	 
202308_at	SREBF1	-1.097	4.89E-02	 	 	 	 
212721_at	SREK1	1.214	1.89E-02	1.122	2.08E-02	 	 
242185_at	SREK1	 	 	 	 	1.323	3.13E-02
243361_at	SREK1	 	 	 	 	-2.474	3.56E-04
1553581_s_at	SREK1IP1	 	 	 	 	1.203	4.44E-02
235390_at	SREK1IP1	 	 	 	 	1.358	2.96E-02
241734_at	SRFBP1	1.556	8.05E-03	1.438	1.19E-02	 	 
1568955_at	SRGAP2	-1.368	8.48E-03	 	 	-1.767	5.49E-03
1568957_x_at	SRGAP2	 	 	 	 	-1.204	2.49E-02
242471_at	SRGAP2B	 	 	 	 	-2.809	4.97E-02
229067_at	SRGAP2C	 	 	 	 	-1.386	6.09E-04
201516_at	SRM	1.605	1.44E-02	2.108	1.56E-04	2.298	1.08E-03
205335_s_at	SRP19	1.092	1.47E-02	1.083	4.92E-03	1.313	9.20E-04
203605_at	SRP54	 	 	 	 	1.225	1.55E-02
224607_s_at	SRP68	 	 	1.122	4.99E-02	1.283	3.42E-02
208263_at	SRP72	 	 	1.128	4.77E-02	 	 
208095_s_at	SRP72	 	 	 	 	1.357	8.39E-03
201273_s_at	SRP9	 	 	 	 	-1.266	4.63E-02
202200_s_at	SRPK1	1.31	2.57E-02	1.247	1.69E-02	 	 
202199_s_at	SRPK1	 	 	 	 	1.329	2.01E-02
203182_s_at	SRPK2	 	 	 	 	-1.238	8.11E-03
200918_s_at	SRPR	 	 	1.334	2.10E-03	1.416	1.82E-02
200917_s_at	SRPR	 	 	 	 	1.426	4.18E-02
218140_x_at	SRPRB	1.219	2.28E-02	1.244	5.52E-03	1.328	2.50E-03
222532_at	SRPRB	1.477	7.34E-04	1.365	4.12E-03	1.353	3.12E-03
219204_s_at	SRR	 	 	 	 	1.49	3.23E-02
222844_s_at	SRR	 	 	 	 	1.335	3.50E-02
213608_s_at	SRRD	1.12	1.88E-02	1.465	1.14E-03	1.436	2.57E-02
201225_s_at	SRRM1	1.069	3.69E-02	 	 	1.099	4.05E-02
201224_s_at	SRRM1	 	 	1.201	6.94E-03	 	 
